date,price_usd_close,exchange_to_miner_flow_total,exchange_to_miner_transactions_count_flow,exchange_to_miner_flow_mean,miner_flow_outflow_total,miner_flow_outflow_top10,miner_flow_outflow_mean,miner_flow_outflow_mean_ma7,transactions_count_total,transactions_count_mean,hashrate,Exchange_flow_outflow_total,Exchange_flow_outflow_top10,Exchange_flow_outflow_mean,Exchange_flow_outflow_mean_ma7,block_count,block_bytes,miner_flow_transactions_count_inflow,miner_flow_transactions_count_outflow,difficulty,blockreward,blockreward_usd,Exchange_flow_inflow_total,Exchange_flow_inflow_top10,Exchange_flow_inflow_mean,Exchange_flow_inflow_mean_ma7,supply_total,supply_new,block_interval,exchange_to_exchange_flow_total,exchange_to_exchange_transactions_count_flow,exchange_to_exchange_flow_mean,Exchange_flow_reserve,Exchange_flow_reserve_usd,miner_flow_reserve,miner_flow_reserve_usd,miner_to_exchange_flow_total,miner_to_exchange_transactions_count_flow,miner_to_exchange_flow_mean,utxo_count,fees_transaction_mean,fees_transaction_mean_usd,fees_transaction_median,fees_transaction_median_usd,miner_flow_addresses_count_inflow,miner_flow_addresses_count_outflow,miner_flow_inflow_total,miner_flow_inflow_top10,miner_flow_inflow_mean,miner_flow_inflow_mean_ma7,Exchange_flow_addresses_count_inflow,Exchange_flow_addresses_count_outflow,Exchange_flow_transactions_count_inflow,Exchange_flow_transactions_count_outflow,fees_block_mean,fees_block_mean_usd,fees_total,fees_total_usd,fees_reward_percent,tokens_transferred_total,tokens_transferred_mean,tokens_transferred_median,velocity_supply_total,fund_flow_ratio,price_usd_high,price_usd_low,price_usd_open,average_cap,delta_cap,market_cap,realized_cap,thermo_cap,mvrv,stablecoin_supply_ratio,nvm,nvt,puell_index,stock_to_flow,stock_to_flow_reversion,exchange_whale_ratio_x
8/22/2019,10107.98,10.57362322,20,0.52868116,3115.760839,2948.213068,5.68569496,4.627704064,322312,2285.900709,71377577763,7360.671236,5125.346455,0.91916474,1.058414094,141,1241886.241,1893,548,1.01835E+13,1816.498799,18252995,8661.737959,5269.010287,0.46068173,0.47636483,17891133.54,1762.5,615.4539007,70.81180316,13,5.44706178,1337818.238,13532254449,31922.38503,322900245,34.60511347,45,0.76900252,60726945,0.00016754,1.68460539,8.16E-05,0.82211082,3574,2953,2246.40837,1413.956442,1.18669222,1.318136883,26044,9565,18802,8008,0.38297021,3850.840646,53.99879943,542968.531,0.02972686,11718453.8,36.35748528,0.02908409,28.95476757,0.00136728,10244.84333,9769.333333,10136.265,27541441235,90861761988,1.80843E+11,1.18403E+11,13984825988,1.52843667,37.32426958,0.26471707,1.54815995,1.515850491,10150.99776,0.99647019,0.18711851
8/21/2019,10136.13,7.96431973,15,0.53095465,3228.034864,3143.481909,6.60129829,4.39980847,308672,2269.647059,68846457985,11240.07262,7815.549799,1.46012894,1.25125224,136,1188414.015,1879,489,1.01835E+13,1752.225873,17889392.56,10905.62291,7044.528798,0.64377939,0.555455916,17889371.04,1700,633.2205882,142.8632257,15,9.52421505,1336517.172,13510985738,32791.7375,331494953.6,175.6120056,57,3.08091238,60626683,0.0001692,1.72283562,8.09E-05,0.8226041,3342,2015,2591.115784,1701.948556,1.37898658,1.375232819,21834,18805,16940,7698,0.38401377,3910.228805,52.22587338,531791.1175,0.02980545,24526970.35,79.4596541,0.03261948,28.35272606,0.00090291,10806.64274,9858.1975,10770.475,27501960981,90912357056,1.81329E+11,1.18414E+11,13966572993,1.52722613,37.46846344,0.30582532,0.72102057,1.487324613,10523.15944,0.96065255,0.23962638
8/20/2019,10773.91,6.17451883,23,0.26845734,2236.855487,2002.8797,3.65499263,4.245930747,333151,2177.457516,77452265233,5352.096442,3453.628408,0.93128527,1.306395583,153,1077213.275,1723,612,1.01835E+13,1959.19009,21091713.69,5675.31708,3503.312392,0.37081458,0.557768901,17887671.04,1912.5,567.6013072,29.90416887,9,3.32268543,1336851.621,14392945609,33428.65658,359902945.4,14.04283568,45,0.31206302,60456709,0.00014015,1.50672714,6.64E-05,0.7146482,3252,2540,2452.679103,1552.098592,1.42349339,1.370163647,19459,18911,15305,5747,0.30516398,3280.834326,46.69008955,501967.6519,0.02383132,9746712.797,29.2561415,0.02731967,27.04237265,0.0011314,10960.75,10570.175,10924.9175,27462335260,90958265522,1.9272E+11,1.18421E+11,13948683601,1.62627137,39.83116426,0.34152903,1.83725189,1.755923025,9353.030612,1.15110283,0.28782884
8/19/2019,10924.44,105.5361166,22,4.79709621,2681.118823,2422.634466,4.83956466,4.135966737,330310,2026.441718,82514504790,8425.229173,6220.426256,1.35301577,1.389844394,163,938905.6196,1691,554,1.01835E+13,2079.16948,22003946.95,8254.509761,4796.500348,0.56310183,0.58954158,17885758.54,2037.5,535.2208589,66.310123,9,7.36779144,1336528.401,14535080488,33212.83297,361197861.7,12.9327916,57,0.22689108,60367936,0.00012615,1.34205358,6.49E-05,0.68961093,3352,2400,2725.208391,1503.713525,1.61159574,1.365524279,19122,15929,14659,6227,0.25564098,2719.593362,41.66948045,443293.718,0.02004141,871157.3625,2.63739324,0.02608822,26.54921776,0.01914664,10944.215,10267.775,10317.02106,27419754004,90844227032,1.95392E+11,1.18264E+11,13927591887,1.64472812,40.3590793,0.39780122,20.98149905,1.835565221,8778.286402,1.23888075,0.24152393
8/18/2019,10318.15,5.12797437,27,0.18992498,1890.654946,1847.995697,3.91439948,4.388358549,276239,2192.373016,63784218427,2818.140678,2271.18007,0.55860073,1.338291266,126,949509.1667,1483,483,1.00168E+13,1604.172343,16505035.46,3473.555305,2740.805926,0.34272869,0.588619144,17883721.04,1575,681.2380952,51.38301483,6,8.56383581,1336699.12,13839558895,33168.7434,343413690.4,11.19751728,43,0.26040738,60311838,0.00010561,1.08786323,5.80E-05,0.59771116,3468,2281,1908.062528,1265.822307,1.28662342,1.323854139,16146,16234,10135,5045,0.23152653,2385.001991,29.17234292,300510.2508,0.01818529,964608.2255,3.49193353,0.01703,26.53599276,0.00652254,10510.9025,10074.415,10219.21,27376462237,90798549719,1.84527E+11,1.18175E+11,13905587940,1.56682617,38.12554693,0.64549275,18.63096881,1.380096172,11354.74352,0.9118245,0.52225821
8/17/2019,10218.40,4.02307204,23,0.17491618,1816.386927,1753.5657,3.12093974,4.378107291,288128,2251,63535915754,2575.29944,1665.351143,0.45125275,1.345227844,128,996770.2891,1558,582,9.98535E+12,1635.382502,16829331.24,2748.232283,1663.487894,0.28207249,0.659147364,17882146.04,1600,668.5625,118.4933907,17,6.97019945,1336043.748,13644391315,33151.33582,338559122.1,14.03568845,60,0.23392814,60239346,0.0001228,1.26577059,7.24E-05,0.75014831,3248,2522,1648.676572,1123.298908,1.05820062,1.313921749,14070,16655,9743,5707,0.2764258,2849.249601,35.38250195,364703.949,0.02163561,1602847.78,5.56297125,0.02040834,26.52218776,0.0033213,10475.24,9995.475,10354.73301,27335949098,90785793645,1.82727E+11,1.18122E+11,13889082905,1.54604909,37.79958587,0.55743861,11.06140712,1.408339996,11176.34128,0.91376355,0.32098198
8/16/2019,10354.31,4.98859969,15,0.33257331,2398.368272,2245.909473,4.57703869,4.393413767,323478,2200.530612,72967028248,11200.59724,7358.028784,1.73545046,1.469850776,147,1035984.741,1873,524,9.98535E+12,1888.83526,19390362.63,8623.813222,5292.656657,0.6713751,0.708552629,17880546.04,1837.5,587.4693878,89.4575341,10,8.94575341,1335870.817,13855885888,33319.04617,345590977.7,13.67614757,52,0.26300284,60158142,0.0001587,1.62611379,8.84E-05,0.9140735,3392,2368,2399.998914,1381.707696,1.28136621,1.35963755,18492,14506,12845,6454,0.34921946,3578.313181,51.3352604,526012.0377,0.02717826,987420.7173,3.05251274,0.02857844,26.48259954,0.02007696,10544.7325,9754.5375,10305.42,27295879213,90832248752,1.85141E+11,1.18128E+11,13872253573,1.56999146,38.34070198,0.38519277,18.32738724,1.624285156,9730.909412,1.06589986,0.23064451
8/15/2019,10305.68,3.4754084,21,0.16549564,2830.574653,2627.816466,4.0904258,4.408524876,355487,2264.248408,77930771667,14560.37681,8389.333139,2.26903176,1.463615383,157,1066146.58,1809,692,9.98535E+12,2016.34797,20178737.19,13429.58786,7209.374229,1.01431933,0.708248297,17878708.54,1962.5,550.566879,154.3181011,14,11.02272151,1338447.601,13802707421,33317.41553,343585014.7,14.91693267,41,0.36382763,60065876,0.00015148,1.51704691,8.91E-05,0.89567011,3385,2493,2869.732065,1811.918791,1.58636377,1.395724169,17438,13509,13240,6417,0.3429807,3434.971053,53.84796972,539290.4553,0.02670569,1500251.506,4.22027108,0.02586362,26.48073752,0.01865685,10455.5675,9495,10047.76333,27255166097,90816526480,1.84252E+11,1.18072E+11,13852863211,1.56154054,38.22711977,0.36166849,12.30774029,1.692934252,9110.169959,1.13197394,0.21770368
8/14/2019,10039.70,2.38802083,20,0.11940104,3237.154381,3139.241547,5.52415423,4.386232583,359845,2367.401316,75448899958,12014.62929,7416.454739,1.84613234,1.31148604,152,1139712.77,1785,586,9.98535E+12,1958.701704,20478038.61,9486.41295,5589.245471,0.65997029,0.654653434,17876746.04,1900,573.7105263,246.240676,25,9.84962704,1339578.39,13391678088,33278.25812,332680583.3,15.43374404,63,0.24498006,59993259,0.00016313,1.70795048,0.0001,1.04617684,3417,3156,2398.151755,1343.91053,1.34350238,1.3652915,18988,15168,14374,6508,0.38619542,4043.404222,58.70170397,614597.4417,0.0299697,1428879.564,3.97081956,0.02332214,26.45855553,0.01504748,10888.81667,9920.745,10884.76,27214661191,90910324777,1.79477E+11,1.18125E+11,13832684474,1.51291166,37.19151432,0.30982178,11.9871726,1.720903541,9408.813708,1.06250749,0.17498664
8/13/2019,10877.16,0.98929613,19,0.05206822,1534.950103,1435.43647,2.88524456,4.341085289,370590,2360.44586,77930771667,9077.407433,6584.860457,1.51542695,1.258586683,157,1189568.873,1803,532,9.98535E+12,2037.590478,22764113.04,8168.68528,4968.455089,0.59322333,0.651568233,17874846.04,1962.5,545.2484076,21.87308957,12,1.82275746,1342106.606,14610619881,34117.26074,371411872.9,14.01701712,49,0.28606157,59958007,0.00020262,2.25641325,0.00013267,1.48244034,3742,3706,2508.005118,1488.750958,1.39101781,1.406875306,18471,14892,13770,5990,0.4782833,5326.141308,75.09047834,836204.1853,0.03685259,1280785.852,3.45607235,0.02251369,26.44719691,0.01346524,11449.395,10771.3625,11395.65,27175367654,90847489645,1.94428E+11,1.18023E+11,13812206435,1.64876141,40.19625872,0.25432392,13.53653553,1.91743807,9108.201806,1.19522311,0.19708148
8/12/2019,11393.39,31.25719955,22,1.4207818,3104.964451,2992.615922,6.60630734,4.688270324,297313,2235.43609,66017787463,5106.564481,3712.209168,0.99214387,1.344533106,133,1035999.226,1613,470,9.98535E+12,1713.043598,19542187.93,6119.196083,4290.335574,0.55664478,0.70487552,17872883.54,1662.5,648.5488722,136.2651122,15,9.08434082,1343015.328,15303088882,33144.20573,377664138,11.66160342,47,0.24811922,59969182,0.00017,1.9382138,9.59E-05,1.09763995,3287,1894,2129.006376,1285.982537,1.31990476,1.396492717,15774,15453,10993,5147,0.38002705,4332.753089,50.54359801,576256.1609,0.02950514,1109325.407,3.7311702,0.02165987,26.42951737,0.01011945,11567.16,11238.18,11551.26,27132194656,90704040081,2.03633E+11,1.17836E+11,13789442322,1.72827919,42.05714858,0.48996295,16.11284545,1.650146302,10750.60664,1.05990065,0.33191792
8/11/2019,11548.65,3.61984833,13,0.27844987,1871.36601,1758.579488,3.84264068,4.233515684,273127,1785.143791,75945274299,2929.531441,2209.467966,0.60715678,1.528178467,153,791410.2157,1770,487,9.98535E+12,1942.845709,22133196.67,8527.36539,7532.669339,0.83642623,0.813411593,17871221.04,1912.5,570.0849673,47.96013305,11,4.3600121,1342002.696,15522542590,34120.1638,394657698.7,14.81750804,58,0.25547428,59891546,0.0001111,1.26524931,3.20E-05,0.36469292,3604,2558,2154.261148,1229.392922,1.21709669,1.380522877,15021,10621,10195,4825,0.19833797,2258.651954,30.3457089,345573.7489,0.01561921,580497.3136,2.12537506,0.0153171,26.40371689,0.01973635,11595.25,11107.9725,11295.2975,27086622609,90637938240,2.06388E+11,1.17725E+11,13769900134,1.75588722,42.54342639,0.68899392,31.26715489,1.872073839,9344.429305,1.2378177,0.30682647
8/10/2019,11300.55,10.5617078,22,0.48007763,1869.061255,1728.227507,3.22808507,4.068738349,303987,2013.15894,74952525616,7732.548745,5853.828758,1.32361327,1.52831396,151,910549.1391,1709,579,9.98535E+12,1927.190339,22274829.14,6516.443132,4099.841738,0.62790934,0.728816537,17869308.54,1887.5,566.9668874,200.0175534,25,8.00070213,1336404.863,15147035446,33837.26867,383517242.6,14.47336938,58,0.24954085,59820886,0.00013057,1.51589636,7.21E-05,0.83793712,3266,2510,2355.36299,1445.453156,1.37821123,1.399580436,14877,11726,10378,5842,0.26284992,3051.740317,39.69033865,460812.7879,0.02059492,1744461.183,5.73860456,0.01504138,26.41963066,0.00816813,11985.2475,11247.3825,11872.8,27040315326,90580271134,2.01933E+11,1.17621E+11,13747766937,1.72192409,41.69928871,0.53665232,9.9991869,1.887954607,9467.183335,1.19720579,0.27584248
8/9/2019,11871.17,30.67515597,13,2.35962738,2893.980563,2652.141066,4.68281645,4.058655451,340978,2319.578231,72967028248,11527.94369,7970.429841,1.69180271,1.524795936,147,1156579.728,1741,618,9.98535E+12,1902.83403,22527511.46,9463.790378,5317.025453,0.66924478,0.689343721,17867421.04,1837.5,590.5306122,22.66289035,7,3.23755576,1337620.97,15869836154,33350.96693,395683375.6,43.25718765,53,0.81617335,59764402,0.00019161,2.26603268,0.00011103,1.31683409,3264,2497,2670.646195,1758.257648,1.53397254,1.3944132,20934,17669,14141,6814,0.44444918,5256.240066,65.33402972,772667.2897,0.03433512,1346688.828,3.9494889,0.02477494,26.37828562,0.01558766,12055.67,11681.405,12004.865,26995135073,90561070943,2.12107E+11,1.17556E+11,13725492108,1.80324894,43.86215557,0.37725657,13.28980748,1.912960039,9723.766555,1.22012647,0.2645309
8/8/2019,12003.34,30.22962412,20,1.51148121,2474.724862,2261.662049,3.93437975,4.810430383,336039,2366.471831,70485156539,7915.9267,4624.085829,1.20412636,1.497184463,142,1239356.866,1755,629,9.98535E+12,1845.359743,21774603.87,9371.294832,4979.841251,0.63915529,0.711126371,17865583.54,1775,610.1549296,99.23854523,21,4.72564501,1339685.123,16100693062,33574.3013,403504906.2,14.0425255,73,0.19236336,59711581,0.00020938,2.47416227,0.00012168,1.43707474,3364,2801,2410.20308,1494.78626,1.37333509,1.64295307,19465,15966,14662,6574,0.49549114,5855.035312,70.35974254,831415.0143,0.03812793,1442249.177,4.2919101,0.03070533,26.36820853,0.01198629,12075.865,11501.3075,11982.6875,26947302488,90452915269,2.14447E+11,1.174E+11,13702964597,1.82890076,44.15743728,0.31824155,12.65750923,1.853543598,10065.11749,1.1940513,0.24391575
8/7/2019,11979.67,9.52938937,25,0.38117557,2854.051499,2650.618381,5.20812317,5.0203841,370756,2423.24183,75945274299,9054.259029,5573.93958,1.47583684,1.608134459,153,1134389.882,1658,548,9.98535E+12,1983.326965,23196958.84,9257.697988,4919.659679,0.63837388,0.73110048,17863808.54,1912.5,565.0196078,93.34092738,19,4.91268039,1338229.755,15999908409,33638.82308,402186609.7,22.10854756,59,0.37472115,59733691,0.00019103,2.2441643,0.00012797,1.50039197,3148,2105,2710.148588,1702.402561,1.63458902,1.621529326,18672,18334,14502,6135,0.46292134,5438.152802,70.8269651,832037.3788,0.03571119,856735.8865,2.31078091,0.01484105,26.36474336,0.0213741,12153.7425,11384.2825,11469.42016,26898840504,90193715157,2.14002E+11,1.17093E+11,13681189993,1.82402835,43.95619713,0.32648783,21.30803928,1.978774046,9340.553488,1.28001248,0.24203487
8/6/2019,11469.50,114.9257646,38,3.02436223,3598.620452,3270.922479,5.31553981,4.898278273,368187,2286.875776,79916269034,14482.75212,8951.883647,2.11705191,1.611653951,161,1145295.174,2050,677,9.98535E+12,2058.305247,24224426.67,18121.45158,10128.00161,0.96637434,0.736261937,17861896.04,2012.5,532.3167702,145.445965,22,6.61118022,1338026.316,15304813315,33782.72599,386418643.9,17.71073174,68,0.26045194,59662782,0.00012441,1.46484441,5.72E-05,0.67363026,3877,3246,2702.596375,1498.600307,1.31833969,1.580340927,23970,18303,18752,6841,0.28450464,3349.917186,45.80524692,539336.667,0.02225386,1684014.35,4.57380176,0.02772564,26.38298566,0.019361,12320.1,11220.175,11817.3375,26850468322,89942739490,2.04867E+11,1.16793E+11,13657993034,1.74933648,42.00516427,0.27785827,10.26778107,2.071204821,8875.476296,1.28875901,0.19070553
8/5/2019,11817.97,38.73665655,29,1.33574678,2440.616727,2002.874683,3.42302486,5.961828959,338993,2370.58042,70981530881,15248.94307,8764.816143,2.2776614,1.517260009,143,1179503.441,2062,713,9.89023E+12,1829.758181,21381742.3,21929.86253,10731.82346,1.31639729,0.709700481,17859883.54,1787.5,604.6013986,452.1197232,16,28.2574827,1334387.617,15740436328,34678.75007,409070535.8,18.22104389,82,0.22220785,59641977,0.00012466,1.46189723,5.58E-05,0.65401488,3554,2337,2491.134952,1445.966152,1.20811588,2.03530541,21046,19459,16659,6695,0.29551176,3465.544959,42.2581814,495572.9291,0.02309495,2036876.231,6.00860853,0.03558986,26.36188774,0.01825285,11941.38,10959.59333,10960.32333,26804433551,89430750690,2.11068E+11,1.16235E+11,13633768607,1.81249066,43.41926039,0.33312853,8.82116303,1.833589049,9991.543242,1.1805984,0.169955
8/4/2019,10963.04,0.44981945,19,0.02367471,2422.968596,2309.398173,2.68919933,6.351493633,298638,1788.251497,74828989171,3577.483067,2517.207768,0.60810523,1.339516549,167,825016.5808,1825,901,9.01379E+12,2107.222132,22817132.35,2905.482651,2030.433305,0.24426084,0.590791534,17858096.04,2087.5,517.3832335,14.68414763,5,2.93682953,1327706.697,14561357662,34628.23185,379778207.1,15.37859231,58,0.26514814,59610420,6.60E-05,0.71342385,1.43E-05,0.15676596,3496,3086,2464.661762,1339.653147,1.3504996,2.074290396,18229,35559,11895,5883,0.1180966,1275.781264,19.72213176,213055.4711,0.0093593,569551.3072,1.90716288,0.01158265,26.30749664,0.01138258,11067.11,10544.475,10817.7125,26756771063,88915144916,1.95779E+11,1.15672E+11,13612386865,1.69319489,40.28100725,0.57581879,31.79378143,1.960037578,8554.776548,1.28200894,0.28532045
8/3/2019,10817.38,1.92585395,26,0.07407131,1720.840113,1591.059777,3.15750479,6.53211706,327415,1892.572254,77517455847,7493.856588,6403.699741,1.2989871,1.340915979,173,847532.5145,1818,545,9.01379E+12,2189.977915,23627273.8,4739.211375,3295.147255,0.35159963,0.609453874,17856008.54,2162.5,501.4508671,39.03105101,4,9.75776275,1328378.554,14370166735,34586.53868,374151122.8,14.13924324,77,0.18362654,59598701,8.39E-05,0.90487909,2.52E-05,0.27298133,3410,2539,2439.82978,1403.296455,1.34204058,2.101753747,18288,13044,13479,5769,0.15883188,1712.549068,27.47791508,296270.9888,0.01254712,553528.6805,1.69060269,0.01422001,26.33266206,0.02210015,10916.52,10504.46,10527.2675,26713039585,88867373781,1.93155E+11,1.1558E+11,13589569733,1.67124489,39.78169724,0.49327386,32.37178594,2.032851803,8257.113778,1.31012183,0.17275104
8/2/2019,10527.07,6.85647197,27,0.25394341,5768.239764,5501.257348,9.94524097,6.556187313,349387,2067.378698,75725144729,10186.95525,6774.040123,1.4985224,1.335432589,169,1033215.941,1855,580,9.01379E+12,2157.188393,22600241.8,12436.7826,7663.735048,0.82172333,0.66356139,17853846.04,2112.5,508.852071,121.0127971,12,10.08439976,1331133.2,14019062239,33867.54901,356682019.2,13.31410257,57,0.23358075,59548505,0.00012791,1.340398,6.05E-05,0.63453926,3451,2939,6072.809274,4987.053302,3.27375163,2.105628967,23650,19234,15135,6798,0.26442836,2771.110273,44.68839341,468317.6362,0.02071604,781310.1079,2.23623119,0.02311653,26.35999031,0.02895616,10665.35,10319.3975,10397.0775,26669964484,88798149575,1.87949E+11,1.15468E+11,13565942459,1.62842275,38.79891503,0.31221469,22.97244629,1.94821018,8451.524755,1.24612721,0.2307359
8/1/2019,10397.46,37.69564583,25,1.50782583,3015.463122,2866.026218,5.40405577,6.199960417,335801,2364.795775,63627044684,12369.94818,8178.002954,1.98077633,1.300665284,142,1150850.859,1733,558,9.01379E+12,1821.732468,18338968.65,11984.51568,6895.195524,0.77897405,0.629750813,17851733.54,1775,610.2042254,23.84337675,8,2.98042209,1328883.638,13817001187,33562.9795,348969401.2,24.53068672,46,0.5332758,59530969,0.00013917,1.40245012,6.80E-05,0.68533584,3613,2654,2120.098276,1326.201038,1.22336888,1.91069463,19735,17985,15385,6245,0.32910188,3316.508128,46.73246753,470944.1542,0.02565276,1005099.121,2.99313915,0.03351966,26.37061587,0.02423091,10498.715,9880.5,10087.19742,26628214903,88687876470,1.85613E+11,1.15316E+11,13543342217,1.60959763,38.35266471,0.32111656,18.35737886,1.583829052,10057.31467,1.0338197,0.21129443
7/31/2019,10086.48,27.71347473,26,1.06590287,2524.961779,2321.620952,4.35338238,6.032183559,361166,2112.081871,76621300288,10069.67622,6965.072276,1.50047329,1.200597936,171,1007365.485,1835,580,9.01379E+12,2191.115822,21682645.47,10611.29822,6978.092306,0.67450408,0.583026619,17849958.54,2137.5,503.7251462,69.52478852,13,5.34806066,1329269.071,13409034985,34458.34435,347599410.1,15.45110885,61,0.25329687,59498757,0.00014845,1.46494422,7.39E-05,0.7277232,3484,2951,2470.405869,1275.737461,1.34627023,1.938031856,21340,16191,15732,6711,0.31354282,3094.082132,53.61582214,529088.0446,0.02446964,1567571.266,4.34030686,0.02869006,26.36756239,0.013193,10125.18,9570.15095,9586.7275,26587048557,88628046152,1.80043E+11,1.15215E+11,13525003248,1.56283257,37.24675944,0.29800084,11.64868976,1.874363431,8350.857799,1.20796273,0.22939562
7/30/2019,9586.58,29.96503199,21,1.42690629,7503.112029,7339.948763,12.76039461,6.007529906,328233,2311.5,63627044684,8742.134756,6221.716354,1.45629431,1.204192543,142,1168352,1762,588,9.01379E+12,1835.227418,17520095.16,11070.60023,6932.658093,0.78044415,0.632456887,17847821.04,1775,617.5,105.5764949,13,8.12126884,1328727.449,12737951988,34512.90026,330860679.3,13.41388811,58,0.23127393,59451342,0.00018349,1.7535617,9.04E-05,0.86501538,3490,2725,7934.446459,6992.089217,4.50309107,1.957005494,19159,15975,14185,6003,0.42413675,4053.357874,60.22741784,575576.8181,0.03281741,2104258.018,6.41086672,0.0333405,26.33164182,0.00941554,9765.924178,9383.815,9501.67,26547303350,88512731613,1.711E+11,1.1506E+11,13503320603,1.487046,35.31796539,0.30899153,8.5224027,1.517028554,10055.11045,0.95340375,0.29495225
7/29/2019,9502.39,58.91784082,18,3.27321338,3290.612503,3155.681989,6.15067758,4.761746019,333451,1984.827381,75277066950,6715.404771,4615.138978,1.03345718,1.267234513,168,960283.1607,1790,535,9.01379E+12,2139.745855,20430639.77,7451.713657,4619.105648,0.48403466,0.636524116,17846046.04,2100,509.4345238,125.2371177,20,6.26185588,1326398.983,12630629899,34081.56583,324541597,14.96930432,56,0.26730901,59418219,0.0001192,1.13696127,4.95E-05,0.47120568,3372,2544,2651.009291,1399.093566,1.48101078,1.50000658,21638,24265,15395,6498,0.23658247,2256.671866,39.74585484,379120.8735,0.01857504,2625208.144,7.87284532,0.021506,26.26578541,0.00539657,9721.36,9381.45,9532.435,26509854581,88509361913,1.6958E+11,1.15019E+11,13485800508,1.4774828,35.10134193,0.32237559,6.79576224,1.770595715,8498.117164,1.12054194,0.15385733
7/28/2019,9531.31,1.55597502,19,0.08189342,1735.6143,1694.591256,3.95356332,4.561654757,272799,1558.851429,78413611406,3250.160531,2334.301197,0.61790124,1.33833297,175,703646.56,1555,439,9.01379E+12,2213.96571,21001480.73,3882.435594,2837.356795,0.37489722,0.648404584,17843946.04,2187.5,491.4914286,38.45558403,5,7.69111681,1325662.675,12639520829,34721.16904,331048725.8,13.15626272,52,0.25300505,59387501,9.70E-05,0.92100047,3.64E-05,0.34586758,3346,2460,2398.965453,1466.714222,1.54274306,1.478497561,15392,13562,10356,5260,0.15123263,1435.702904,26.46571032,251248.0082,0.01195398,480508.4767,1.76140117,0.01276199,26.15843084,0.01484385,9626.7775,9125.97,9471.6725,26472780160,86788256667,1.70076E+11,1.13261E+11,13465369868,1.50213149,35.18600948,0.60349045,37.30695681,1.821303085,8157.232478,1.16883913,0.40179915
7/27/2019,9472.65,12.14206251,25,0.4856825,1653.020289,1568.728539,3.32599656,4.545402837,283740,1866.710526,68107822479,7074.506128,5826.898627,1.26060337,1.32879716,152,858096.6513,1654,497,9.01379E+12,1933.041472,18815776.1,8514.446416,6443.389095,0.73035224,0.633747401,17841758.54,1900,568.0460526,78.76536246,11,7.1604875,1325030.4,12557856359,34057.81789,322779903.8,18.09358396,67,0.27005349,59345260,0.00011645,1.13113759,5.95E-05,0.56943762,3476,2608,2264.602417,1330.840494,1.36916712,1.457746874,15973,16286,11658,5612,0.21737811,2111.506452,33.04147241,320948.9806,0.017093,607013.3126,2.13932936,0.0177974,26.17125901,0.0256814,10199.3525,9297.525,9839.566864,26435557921,86810490445,1.69009E+11,1.13246E+11,13444368387,1.49315286,35.01739816,0.49169023,28.69202704,1.634098119,9390.399234,1.00926593,0.28991493
7/26/2019,9835.77,51.48832241,21,2.45182488,4008.989152,3726.135515,7.4516527,4.7534177,319446,1924.373494,74380911391,8344.245668,6286.006514,1.25515127,1.303715733,166,957042.5422,1828,538,9.01379E+12,2121.518993,20741056.93,8085.381255,5969.668862,0.58504929,0.592501819,17839858.54,2075,520.2771084,115.4133483,27,4.27456845,1323590.459,13018526920,33446.23576,328969370.8,22.08394412,38,0.58115642,59280824,0.00014562,1.42265056,7.04E-05,0.69070925,3151,2733,3490.038203,2351.276848,1.90921127,1.461925543,19936,18231,13820,6648,0.2802349,2737.711024,46.51899261,454460.03,0.02192721,980682.7886,3.06994856,0.02678434,26.19469282,0.01675325,9899.5775,9654.5775,9883.298738,26398593136,86833692135,1.75469E+11,1.13232E+11,13425552611,1.54963477,36.41074423,0.30837582,18.32503638,1.80209621,8597.52219,1.14402341,0.32608418
7/25/2019,9883.40,2.67566873,33,0.08108087,2178.253147,2043.767202,4.22961776,4.320107179,336386,2242.573333,67211666920,8106.890542,5911.546826,1.28030489,1.294252253,150,1133330.787,1804,515,9.01379E+12,1931.161506,19337157.18,6423.373301,4007.121691,0.45190469,0.639175759,17837783.54,1875,577.3,99.55598953,10,9.95559895,1323849.324,13084132406,33965.18671,335691526.3,16.02535735,43,0.37268273,59209236,0.00016696,1.67346675,8.90E-05,0.89246565,3428,2790,2552.171943,1655.085249,1.41472946,1.359827001,18737,10633,14214,6332,0.37441004,3752.871914,56.16150579,562930.7872,0.02908172,1979406.126,5.88432969,0.0324862,26.19193496,0.00734072,10183.3475,9732.4025,9769.7475,26359933879,86822324815,1.76298E+11,1.13182E+11,13404811554,1.55764651,36.66600179,0.29198122,8.88197163,1.681581568,9513.484557,1.03888328,0.25542789
