date,price_usd_close,exchange_to_miner_flow_total,exchange_to_miner_transactions_count_flow,exchange_to_miner_flow_mean,miner_flow_outflow_total,miner_flow_outflow_top10,miner_flow_outflow_mean,miner_flow_outflow_mean_ma7,transactions_count_total,transactions_count_mean,hashrate,Exchange_flow_outflow_total,Exchange_flow_outflow_top10,Exchange_flow_outflow_mean,Exchange_flow_outflow_mean_ma7,block_count,block_bytes,miner_flow_transactions_count_inflow,miner_flow_transactions_count_outflow,difficulty,blockreward,blockreward_usd,Exchange_flow_inflow_total,Exchange_flow_inflow_top10,Exchange_flow_inflow_mean,Exchange_flow_inflow_mean_ma7,supply_total,supply_new,block_interval,exchange_to_exchange_flow_total,exchange_to_exchange_transactions_count_flow,exchange_to_exchange_flow_mean,Exchange_flow_reserve,Exchange_flow_reserve_usd,miner_flow_reserve,miner_flow_reserve_usd,miner_to_exchange_flow_total,miner_to_exchange_transactions_count_flow,miner_to_exchange_flow_mean,utxo_count,fees_transaction_mean,fees_transaction_mean_usd,fees_transaction_median,fees_transaction_median_usd,miner_flow_addresses_count_inflow,miner_flow_addresses_count_outflow,miner_flow_inflow_total,miner_flow_inflow_top10,miner_flow_inflow_mean,miner_flow_inflow_mean_ma7,Exchange_flow_addresses_count_inflow,Exchange_flow_addresses_count_outflow,Exchange_flow_transactions_count_inflow,Exchange_flow_transactions_count_outflow,fees_block_mean,fees_block_mean_usd,fees_total,fees_total_usd,fees_reward_percent,tokens_transferred_total,tokens_transferred_mean,tokens_transferred_median,velocity_supply_total,fund_flow_ratio,price_usd_high,price_usd_low,price_usd_open,average_cap,delta_cap,market_cap,realized_cap,thermo_cap,mvrv,stablecoin_supply_ratio,nvm,nvt,puell_index,stock_to_flow,stock_to_flow_reversion,exchange_whale_ratio_x
11/7/2019,9207.31,10.80524045,41,0.26354245,2172.839161,2004.65768,4.13874126,4.57178317,324352,2402.607407,85362510357,10127.70786,7144.918828,1.78776838,1.318001804,135,1178781.985,2005,525,1.36699E+13,1727.236406,15961043.74,10519.26564,6835.774089,0.80595048,0.740495246,18034721.43,1687.5,645.4148148,122.8986695,22,5.58630316,1313274.811,12097168545,29062.04481,267703645.3,14.66484622,57,0.257278,63632658,0.00012251,1.13116442,5.86E-05,0.54068748,3353,2202,2844.733567,2045.417063,1.41881973,1.433208943,16464,19964,13052,5665,0.29434375,2717.744018,39.73640604,366895.4424,0.02300577,1372386.26,4.23116324,0.03653359,29.04992423,0.01504458,9376.375,9086.5,9343.739875,30218536215,91988668649,1.66051E+11,1.22207E+11,15329425672,1.35937959,36.32275211,0.26874112,13.09263032,1.21024113,10687.24233,0.86191107,0.24239503
11/6/2019,9342.88,96.72420563,33,2.93103653,3089.107535,2902.667499,5.94059141,4.873590423,314566,2383.075758,89840145694,6801.063501,4635.330674,1.20864821,1.340068336,132,1273832.242,2077,520,1.36915E+13,1688.665398,15763150.09,13167.86562,10106.533,0.99801922,0.729651091,18033033.93,1650,653.4015152,190.6624886,31,6.15040286,1312883.254,12284737224,28390.15041,265648553.7,8.86305774,51,0.17378545,63640776,0.00012292,1.14780167,5.85E-05,0.54599723,3472,2438,2918.793575,2070.12787,1.40529301,1.459144531,18957,12090,13194,5627,0.29291968,2735.298339,38.66539842,361059.3808,0.02289702,1407716.379,4.47510659,0.03505737,29.02549402,0.01418534,9452.4775,9260.915,9320.00393,30184235020,91933442504,1.6848E+11,1.22118E+11,15313464628,1.38175176,36.8145695,0.24027785,12.84607737,1.196524897,10929.11147,0.85615995,0.20844086
11/5/2019,9323.48,17.33536582,31,0.55920535,2433.647709,2263.018299,4.86729542,4.833587206,332695,2310.381944,98007431667,8932.970346,5933.04663,1.60578291,1.571162086,144,1137513.597,1930,500,1.36915E+13,1843.732325,17212864.23,10308.39078,5375.91979,0.75530413,0.717424531,18031383.93,1800,596.5347222,234.1061063,32,7.31581582,1306516.452,12182851092,28560.46437,266317262.3,11.55699589,48,0.24077075,63705620,0.00013145,1.22784592,6.58E-05,0.61517741,3254,2476,2767.006124,1986.994039,1.43368193,1.553556661,16907,16252,13648,5563,0.3036967,2836.793054,43.73232482,408498.1998,0.02371945,1159545.329,3.48531036,0.03849523,28.99896187,0.01659388,9489.4,9176.735,9415.3575,30149302906,91944668855,1.68115E+11,1.22094E+11,15297701478,1.37711082,36.69219641,0.26746492,15.54520158,1.308013268,10017.43552,0.93084527,0.26075839
11/4/2019,9415.30,5.82383053,32,0.1819947,3468.372412,3263.138474,6.27192118,4.878975084,310847,2354.901515,89840145694,11433.26501,7075.073647,2.06862041,1.607743753,132,1165071.561,1867,553,1.36915E+13,1698.287852,15731228.99,13579.67214,7094.160021,1.06968666,0.72891107,18029583.93,1650,656.1439394,49.20373882,12,4.10031157,1305141.031,12287749454,28227.10595,265754885.9,9.66788955,60,0.16113149,63704125,0.00015534,1.44304378,6.53E-05,0.60387462,3538,1910,2227.565176,1486.36147,1.19312543,1.546584917,16530,14574,12695,5527,0.36581706,3398.225987,48.28785176,448565.8303,0.02843326,947926.1064,3.04949414,0.040241,28.98621015,0.02638701,9585.75,9132,9208.97,30114445401,92212727161,1.69754E+11,1.22327E+11,15280488614,1.38764275,37.18185997,0.30705957,19.32529127,1.196792308,10927.02056,0.86161479,0.21183277
11/3/2019,9208.23,13.81550474,26,0.53136557,1868.636419,1786.050794,3.34282007,5.133133783,294229,2132.094203,93923788681,4189.847221,3289.913414,0.37486331,2.831267399,138,969651.8768,1814,559,1.36915E+13,1751.066166,16158656.76,3975.064541,2720.736984,0.33724141,0.78424624,18027933.93,1725,636.2318841,100.9445585,20,5.04722792,1302994.624,12002222260,29467.91319,271436610,8.35169239,51,0.16375867,63682664,8.86E-05,0.81679013,4.23E-05,0.39282846,3370,2276,2033.356452,1267.267901,1.12092417,1.636029317,16130,13175,11787,11177,0.18888526,1741.473493,26.0661656,240323.3421,0.01488588,825441.3727,2.80543853,0.02199765,28.96948009,0.00989157,9380.7425,9078.61,9308.5425,30079156191,92195326451,1.66005E+11,1.22274E+11,15264757385,1.35809192,36.3194469,0.42268622,21.78304247,1.230798973,10450.97619,0.88137795,0.41812163
11/2/2019,9308.44,8.69715052,26,0.33450579,1579.101144,1502.08176,2.76550113,5.15196007,284309,2121.708955,91201360023,2984.848231,1846.574261,0.55896034,2.986199093,134,989604.1567,1813,571,1.36915E+13,1702.690249,15821212.33,2602.284757,1694.859328,0.25213494,0.895196789,18026208.93,1675,637.6119403,77.58239721,17,4.56367042,1303209.437,12127253252,29303.19316,272686211.7,7.70274611,45,0.17117214,63653542,9.74E-05,0.90500374,4.64E-05,0.42983489,3114,2432,2286.425712,1574.855774,1.26112836,1.637189101,13969,13751,10321,5340,0.20664365,1920.154545,27.69024942,257300.7091,0.01626265,844229.1315,2.96940699,0.02365516,28.95985045,0.00661803,9397.06,9201.255,9257.7725,30044796673,92217336719,1.67796E+11,1.22262E+11,15248598728,1.37202069,36.66266657,0.42214253,21.38876663,1.205915809,10761.91578,0.86468643,0.34205482
11/1/2019,9257.11,5.61064313,21,0.26717348,2473.398598,2354.420069,4.67561172,5.388403421,316057,2431.207692,88478931366,9395.833785,5928.893274,1.62136907,3.170527514,130,1241092.908,1930,529,1.36915E+13,1665.187744,15253605.64,13713.53041,10354.59897,0.96512988,1.009738299,18024533.93,1625,658.6230769,200.8222923,25,8.03289169,1303592.001,12050621718,28595.86859,264344975.2,9.77066001,44,0.22206045,63614277,0.00012715,1.16441724,6.10E-05,0.55875323,3419,2232,4245.01564,3609.488445,2.19948997,1.635014223,17509,14515,14209,5795,0.30913649,2830.940144,40.18774408,368022.2187,0.02413406,1251726.675,3.96044598,0.03650562,28.98559365,0.01846199,9307.9225,9059.261944,9162.473333,30009967091,92205185790,1.66855E+11,1.22215E+11,15232777516,1.36334809,36.45357372,0.26394825,14.53796513,1.163689064,11092.02088,0.83340689,0.26362883
10/31/2019,9161.98,26.81771758,25,1.0727087,3356.997519,3113.955827,6.25139203,5.786675889,293647,2224.598485,89840145694,11263.01555,7055.381132,1.9422341,3.351015173,132,1080918.621,1771,537,1.36915E+13,1685.465175,15470330.78,9118.947188,5635.147052,0.7300414,1.06717781,18022908.93,1650,654.75,81.52395198,16,5.095247,1299274.304,11903920856,26824.25155,245763166.8,14.66693213,56,0.2619095,63632601,0.00012077,1.10942517,5.60E-05,0.51348243,3252,1779,2834.253235,2044.569886,1.60036885,1.622885661,15378,14700,12491,5799,0.26867557,2468.025563,35.46517509,325779.3743,0.02104177,1414229.118,4.8160857,0.0334272,28.97007803,0.01441207,9441.2,8949.25,9166.6925,29975357814,92082632872,1.65125E+11,1.22058E+11,15217523910,1.35284442,36.02675596,0.33398674,12.72435671,1.180944752,10922.97511,0.83878033,0.24747363
10/30/2019,9166.47,32.86538565,35,0.93901102,2971.798667,2679.467943,5.66056889,5.665051366,314029,2343.5,91201360023,16573.44938,9082.943508,2.82630446,3.451363021,134,1099223.104,1845,525,1.36915E+13,1708.65141,15697176.1,12780.4533,7424.332195,0.9124333,1.08596633,18021258.93,1675,645.6567164,95.73919215,21,4.55900915,1301418.372,11928690180,27346.99583,250660239.3,8.6780357,63,0.1377466,63611407,0.00010716,0.98413213,4.97E-05,0.4544682,3197,2201,3812.098268,2838.510949,2.06617792,1.578287266,17481,14264,14007,5864,0.25112993,2306.313639,33.65141019,309046.0276,0.01969472,2022196.41,6.43952122,0.02992113,28.94586809,0.01451585,9430.665,9006.835,9430.245,29941168562,92071821974,1.65191E+11,1.22013E+11,15202053579,1.35380116,35.70827576,0.31352207,8.87780407,1.198886508,10758.96055,0.85193314,0.18982434
10/29/2019,9429.91,24.25536977,45,0.53900822,2691.020485,2568.664707,5.18501057,5.430928574,307820,2314.43609,90520752859,10914.19154,6986.42703,1.86185458,3.48995866,133,1159250.707,1898,519,1.36915E+13,1697.970227,15930238.12,11256.17658,5933.454128,0.8357099,1.131309557,18019583.93,1662.5,648.6165414,75.38898865,19,3.96784151,1305211.368,12312389491,26506.69623,250044380.6,11.70342104,50,0.23406842,63570288,0.00011523,1.08083057,5.25E-05,0.49311336,3189,2258,2628.501701,1781.415336,1.38487972,1.436278901,16492,15780,13469,5862,0.26669344,2501.51329,35.47022733,332701.2675,0.02088978,1500108.411,4.8733299,0.03123041,28.88344361,0.01477918,9559.855,9067.5475,9218.9275,29906945366,92073809903,1.69923E+11,1.21981E+11,15186356403,1.39352556,36.67774038,0.3207803,12.08030389,1.217557767,10838.84748,0.87031886,0.28637016
10/28/2019,9219.61,36.70857926,44,0.83428589,4613.241377,4339.469707,8.05103207,5.491485333,309477,2309.529851,91201360023,65564.84107,58383.65917,10.63328593,3.446487933,134,1200985.948,2006,573,1.36915E+13,1712.984154,16230633.2,21804.49665,9854.983312,1.45703285,1.105832759,18017921.43,1675,644.9104478,207.6788692,22,9.4399486,1304869.383,12029068897,26569.21501,244930965.5,12.12599562,73,0.16610953,63565403,0.00012274,1.16113608,5.53E-05,0.52307733,3582,2381,3649.387869,2794.034746,1.81923623,1.405905904,18828,15400,14965,6166,0.28346384,2681.678449,37.98415405,359344.9121,0.02217426,1942438.79,6.27652068,0.03096896,28.84777577,0.0449792,9930.23,9189.155,9553.03,29871507244,91968098214,1.66118E+11,1.2184E+11,15170426165,1.3632678,36.06246417,0.29322507,9.03568098,1.241593864,10756.96802,0.8569887,0.22904729
10/27/2019,9550.19,23.3548939,27,0.86499607,1706.030605,1547.257337,3.47460408,5.204725399,256138,2227.286957,78269823901,8022.240255,4954.226995,1.45938517,2.139076763,115,1102331.948,1661,491,1.36915E+13,1471.470501,13890461.81,10350.31463,5679.097045,1.11389525,0.974062409,18016246.43,1437.5,754.9304348,213.2455082,19,11.2234478,1348629.728,12884683670,27533.06852,263048389.8,61.30556648,49,1.25113401,63590423,0.00013263,1.25043217,6.59E-05,0.63317113,3231,2007,1875.339861,1281.0745,1.12904266,1.349901994,13020,12525,9292,5497,0.29539566,2785.071257,33.97050101,320283.1945,0.02308609,682563.0496,2.66482541,0.02689738,28.77156065,0.02691701,9812.45,9101.0625,9256.67,29837014409,91736429674,1.72059E+11,1.21573E+11,15154195532,1.41581538,37.25431017,0.49101654,26.72473615,1.063652842,12533.04099,0.76229763,0.19837111
10/26/2019,9253.56,29.65416222,33,0.89861098,2966.225678,2481.646764,4.42060459,5.295120393,305582,2182.728571,95285003009,12894.88502,7245.120775,1.84925929,2.057297973,140,1225023.579,1909,671,1.36915E+13,1797.856353,16793578.55,14323.90156,8152.450971,1.05392551,0.854668174,18014808.93,1750,616.8071429,190.9654606,24,7.95689419,1346301.653,12449988489,27363.75927,253047663.6,24.97731582,86,0.2904339,63594935,0.00015661,1.45490477,6.36E-05,0.59699563,3273,2804,2378.431132,1423.239948,1.24590421,1.35084908,17139,18142,13591,6973,0.3418311,3175.662215,47.8563533,444592.7101,0.02661856,1003060.116,3.28245812,0.03782489,28.7679249,0.02713575,10475.3525,8647.290455,8668.02,29800999821,91674620130,1.66701E+11,1.21476E+11,15140305070,1.37140935,35.72520621,0.28274858,17.80690625,1.286710101,10294.17653,0.89832805,0.10466223
10/25/2019,8667.37,93.53478884,38,2.46144181,4052.69081,3574.714916,7.46351899,5.536874199,328460,2380.144928,93923788681,18572.23089,9991.024504,2.88478268,1.873880683,138,1190200.377,2072,543,1.36915E+13,1761.0867,13967921.7,19276.24387,9711.936491,1.36720646,0.731428177,18013058.93,1725,623.4347826,292.4505537,30,9.74835179,1344872.637,11659297115,27951.55381,242324411.8,98.24982809,58,1.69396255,63678433,0.00010987,0.8777946,4.62E-05,0.3710047,3371,2348,4381.430555,3495.627075,2.11459004,1.333865789,16674,16125,14099,6438,0.26149783,2089.278354,36.08670023,288320.4129,0.02049115,1347235.438,4.10167277,0.04131729,28.76081307,0.02809344,8797.55,7398.825,7432.17,29766324006,91338224586,1.56126E+11,1.21105E+11,15123511491,1.28949074,33.11061464,0.25044692,14.24515346,1.071354599,10442.353,0.83021933,0.16035305
10/24/2019,7431.20,30.07158874,34,0.88445849,2586.609756,2502.848318,5.40002037,5.170803876,303710,2283.533835,90520752859,14606.50709,10613.30274,2.64466904,1.680413736,133,1091473.233,2043,479,1.36915E+13,1691.459925,12601440.34,11274.38778,7127.700068,0.86156104,0.659814834,18011333.93,1662.5,649.7518797,91.56004835,20,4.57800242,1344168.624,9990902943,27622.81407,205314161.8,7.7361773,45,0.17191505,63678314,9.54E-05,0.71073045,3.75E-05,0.27958382,3613,2115,2631.751898,1876.636728,1.28818008,1.211543989,16215,14020,13086,5523,0.2177438,1622.97704,28.9599249,215855.9463,0.01712126,999104.5649,3.28966634,0.03620567,28.74478941,0.02590409,7512.8175,7356.5975,7477.9025,29734309924,91236147378,1.33846E+11,1.2097E+11,15109543570,1.10666848,27.49272387,0.26256087,17.98022057,0.967101041,10833.88507,0.68606737,0.23248915
10/23/2019,7476.37,22.08641194,36,0.61351144,1902.268524,1822.432757,4.02170935,5.038401696,349152,2078.285714,1.14342E+11,19740.02129,9707.083994,3.09647393,1.546863307,168,978411.5238,2292,473,1.30691E+13,2131.070411,16498707.67,16824.15501,9107.816873,1.22983589,0.600964441,18009671.43,2100,517.1904762,76.93152652,15,5.12876843,1347500.792,10073811489,27577.67192,206168538,61.6127971,51,1.20809406,63641938,8.90E-05,0.68469283,2.61E-05,0.20366557,3817,2516,2457.297597,1374.340291,1.07211937,1.189565681,17059,20229,13680,6375,0.18494292,1422.987317,31.07041069,239061.8692,0.01457972,1332425.537,3.81617615,0.02365225,28.74760953,0.02744182,8057.03,7307.96,8029.665,29707925883,91466701086,1.34647E+11,1.21175E+11,15096942129,1.11111469,27.1418431,0.24316243,13.17195216,1.267068939,8576.034013,0.87172258,0.24519086
10/22/2019,8029.91,27.99223816,25,1.11968953,3185.859675,3046.267529,5.60890788,5.138009686,341295,2019.497041,1.09281E+11,9814.182315,6393.300028,1.55755949,1.340113811,169,959074.2544,2179,568,1.30081E+13,2134.71592,17497552.34,10781.56324,6647.854063,0.65737231,0.533714319,18007571.43,2112.5,511.6331361,111.5835289,23,4.85145778,1350416.676,10852009174,27022.64285,217155174,76.84029751,72,1.06722635,63626353,6.51E-05,0.53470469,1.34E-05,0.11024311,3712,2651,2554.373593,1525.404999,1.17226874,1.207208619,21913,31419,16401,6301,0.13145515,1079.834534,22.21592037,182492.0363,0.01040697,1139212.722,3.33791213,0.02249356,28.73366968,0.01807893,8318.2825,8008.475,8216.345173,29681325377,91669505924,1.44599E+11,1.21351E+11,15080443422,1.19249001,28.9908937,0.27440626,15.48570605,1.34487689,8524.294167,0.94272263,0.35533284
10/21/2019,8218.67,18.56749751,18,1.03152764,2937.24429,2852.18475,6.04371253,4.901475826,351632,2211.522013,1.02815E+11,9085.473665,6232.770255,1.48140774,1.259102101,159,1009093.34,2034,486,1.30081E+13,2008.132552,16516980.06,8496.505219,5393.350465,0.5346404,0.536503746,18005458.93,1987.5,542.2955975,74.12109074,16,4.63256817,1349449.295,11093252509,27654.12893,227332910.1,315.2146835,59,5.34262175,63602264,5.87E-05,0.48278099,8.83E-06,0.07243306,3570,2283,2902.942812,1882.323268,1.42720886,1.217160839,20623,10434,15892,6133,0.12976448,1067.680783,20.63255238,169761.2444,0.0102745,896836.1009,2.55049626,0.02248105,28.72256699,0.01960445,8360.36,8160.215,8240.0225,29652188014,91698386762,1.47981E+11,1.21351E+11,15062945869,1.21973275,29.52567818,0.27274043,20.06233977,1.27078496,9059.350404,0.90741357,0.22628759
10/20/2019,8240.09,87.96660264,21,4.18888584,1815.457117,1780.209649,4.10736904,4.666443296,289650,1983.90411,94408818643,4420.477241,3005.511661,0.88693364,1.283709604,146,845296.6096,1879,442,1.30081E+13,1840.843448,14818398.99,3084.245761,2321.014817,0.27813561,0.591098,18003471.43,1825,596.4109589,65.01094223,11,5.91008566,1350038.263,11103042060,27688.43041,227716366.1,82.10845669,55,1.49288103,63553760,5.47E-05,0.43851179,1.43E-05,0.11779668,3445,2057,2133.928179,1410.995293,1.13567226,1.179601121,14799,15244,11089,4984,0.10851677,869.9653459,15.84344804,127014.9405,0.00860662,747829.1971,2.58183738,0.016126,28.70607273,0.01003534,8312,7887.2775,7967.035,29622178178,91755946396,1.4835E+11,1.21378E+11,15046428889,1.21986491,29.50984453,0.45938881,24.65210527,1.141334478,9864.915851,0.83368603,0.20343041
10/19/2019,7966.27,110.3433921,18,6.13018845,2659.103336,2611.652181,6.11288123,4.727405774,304594,2145.028169,91822275667,3151.760801,1799.608308,0.56533826,1.233646377,142,968948.1479,1903,435,1.30081E+13,1793.307236,14293443.83,2297.815074,1589.055683,0.19124553,0.585845014,18001646.43,1775,612.3380282,76.53037707,6,12.75506284,1351374.325,10734885195,27369.95935,217418198.7,80.18738234,36,2.22742729,63477221,6.01E-05,0.47910076,2.28E-05,0.18164822,3379,2287,2144.721295,1426.049902,1.12702117,1.174913497,16151,12939,12015,5575,0.1289242,1027.684633,18.30723571,145931.2178,0.01020864,845376.6697,2.77542128,0.01741976,28.70403544,0.00644633,8105.57,7886.495,7961.71,29592059433,91770386273,1.43406E+11,1.21362E+11,15031610490,1.1782831,28.50821136,0.35887418,21.22705843,1.101622739,10141.77264,0.78326347,0.20071811
10/18/2019,7961.22,16.1017788,24,0.67090745,2298.581536,2215.367479,4.90102673,4.496912309,339230,2120.1875,1.03462E+11,8577.000709,5392.410782,1.53051405,1.25238875,160,942360.5,2046,469,1.30081E+13,2024.943463,16146226.49,11521.8392,8957.061516,0.86591306,0.591692294,17999871.43,2000,531.54375,198.4833707,26,7.6339758,1352228.264,10770176967,27884.34139,222092156.6,8.0441413,43,0.18707305,63388410,7.35E-05,0.58584874,3.00E-05,0.23886858,3357,2293,2574.5584,1391.400843,1.25833744,1.162586957,16497,13761,13306,5604,0.15589665,1242.109172,24.94346328,198737.4675,0.0123181,1019618.234,3.00568415,0.02184336,28.71461806,0.01971212,8122.14799,7827.7725,8079.2375,29563179971,91787686825,1.43301E+11,1.21351E+11,15017317047,1.18140648,28.33774625,0.31386925,17.65858777,1.24511613,8999.935714,0.88497993,0.20854974
10/17/2019,8079.05,19.54409714,19,1.02863669,2299.227425,2170.204507,4.47320511,4.654724869,333955,2226.366667,96995361620,9836.571694,7248.095892,1.70981604,1.326630726,150,1098597.98,2024,514,1.30081E+13,1900.40382,15271615.48,5826.024275,3450.851925,0.44960829,0.579410996,17997871.43,1875,575.0333333,165.2437619,20,8.2621881,1349283.563,10904737724,27608.36453,223127282,48.67213423,44,1.10618487,63321582,7.61E-05,0.61196794,2.99E-05,0.24121398,3482,3225,2295.887824,1437.069145,1.13433193,1.144897963,16369,15925,12958,5753,0.1693588,1362.465017,25.40381954,204369.7525,0.01336759,1019714.251,3.05344807,0.02533244,28.71457173,0.01535979,8133.435,7940.41,8001.7575,29534312531,91848524900,1.45406E+11,1.21383E+11,15001170820,1.19832841,28.64404209,0.27463231,17.73631751,1.178829988,9598.864761,0.84196128,0.19170259
10/16/2019,8000.32,17.00204512,35,0.48577272,2203.756787,2115.372868,4.71896528,4.737740503,338330,2365.944056,92468911411,17247.62073,13049.37385,1.64922746,1.427771394,143,1116763.881,1995,467,1.30081E+13,1829.519186,14743981.06,12266.05493,7987.149516,0.75908503,0.683058866,17995996.43,1800.382708,609.958042,100.4122753,21,4.78153692,1353294.111,10833166721,27611.70413,221032657.9,19.51473853,45,0.43366086,63338163,8.61E-05,0.69380914,3.17E-05,0.25430143,3582,2586,2385.261767,1543.896708,1.19561993,1.14367251,20444,16253,16159,10458,0.2037516,1641.513612,29.13647841,234736.4465,0.01592576,1042875.25,3.08242027,0.02709138,28.71030277,0.02830029,8185.046667,7926.575,8167.835,29504896106,91887686791,1.43974E+11,1.21393E+11,14985899205,1.1867165,28.36377765,0.26451595,17.15080885,1.138998065,9995.650562,0.80085183,0.21674266
10/15/2019,8170.94,19.98493685,33,0.60560415,2419.340569,2275.084487,3.95317086,6.380951203,339545,2219.248366,98935268852,8734.030732,6280.589166,0.99047752,1.492511239,153,995947.3203,2065,612,1.30081E+13,1938.394581,16037511.51,9793.364614,7270.322298,0.6768983,0.717241664,17994196.04,1912.5,559.2352941,75.55422279,18,4.19745682,1358275.777,11095958563,27430.19915,224081411.4,24.79801278,55,0.45087296,63289330,7.63E-05,0.63073927,3.00E-05,0.24634315,3471,2631,2564.594299,1630.295263,1.24193428,1.436180829,18459,17685,14468,8818,0.16924563,1399.767097,25.89458072,214164.3659,0.01335878,744716.2172,2.19327694,0.02504048,28.7017492,0.02487846,8420.45,8086.7875,8356.606213,29475828347,91976808092,1.4703E+11,1.21453E+11,14971155224,1.21032602,28.96585728,0.29339551,23.93071955,1.239831132,9408.729958,0.86825215,0.24912356
10/14/2019,8356.94,79.6787249,34,2.34349191,2260.821197,2180.95505,4.39848482,6.630631283,304331,2254.303704,87295825458,8422.091716,5635.592612,1.65366026,1.528337769,135,1059371.319,1910,514,1.30081E+13,1711.320309,14219463.37,11103.36693,7319.031619,0.91680018,0.714541616,17992283.54,1687.5,640.762963,452.9473226,34,13.32198008,1357216.39,11342050392,27284.94542,228016127.9,9.97547079,48,0.20782231,63225052,7.83E-05,0.65051442,2.72E-05,0.22777652,3626,2544,2223.795503,1563.843651,1.16429084,1.501231674,16113,13982,12111,5093,0.17644673,1466.457056,23.82030921,197971.7026,0.01391926,819521.9144,2.69286374,0.02673622,28.73404318,0.02382543,8411.9125,8215.14,8285.775,29445969640,91969424869,1.5036E+11,1.21415E+11,14955117712,1.23838308,29.63672548,0.31265256,22.07650304,1.099874206,10662.09395,0.78379046,0.2415449
10/13/2019,8285.72,21.26600228,29,0.73331042,1926.995216,1859.711483,4.53410639,6.949189956,279345,1967.21831,91822275667,2237.704172,1663.444172,0.53649105,1.622617161,142,817165.2042,1708,425,1.30081E+13,1791.180856,14976806,2368.994638,1905.204689,0.24136471,0.722084167,17990596.04,1775,609.7957747,81.72458923,13,6.28650686,1354535.168,11226394244,27321.97111,226444633.2,9.21642596,51,0.18071423,63183643,5.79E-05,0.48444981,1.43E-05,0.11960749,3504,2243,1883.682987,1260.064752,1.10285889,1.513314866,13001,11094,9815,4171,0.11394969,953.0185274,16.18085575,135328.6309,0.00903362,420165.2071,1.50410856,0.0144,28.72793479,0.01096402,8465.5975,8152.8175,8309.1025,29415249496,91531576038,1.49065E+11,1.20947E+11,14940898249,1.23282401,29.39192383,0.5090473,42.41396455,1.159718411,10135.54707,0.81771659,0.29697392
10/12/2019,8308.46,17.29080167,18,0.96060009,1871.761619,1803.031869,4.49942697,6.847462014,301560,2267.368421,86002553970,3475.708981,2707.062251,0.69653487,1.669487189,133,971500.2556,1825,416,1.30081E+13,1683.262424,14032842.19,2493.111101,2009.772657,0.23217649,0.755275333,17988821.04,1662.5,647.3909774,94.90483353,10,9.49048335,1354403.877,11269583828,27365.28334,227698221.9,11.91768392,51,0.23368008,63092635,6.89E-05,0.57413685,2.43E-05,0.20293537,3183,2245,1899.342081,1216.487216,1.04073539,1.522673141,13996,15001,10738,4990,0.15610845,1301.779766,20.76242438,173136.7089,0.01233463,475420.1267,1.57653577,0.01656894,28.74569863,0.01255483,8417.15,8261.74,8266.1175,29384842942,91560121400,1.49459E+11,1.20945E+11,14925921443,1.23758376,29.4558465,0.42871917,37.75487486,1.087508593,10820.34349,0.76898637,0.33092178
10/11/2019,8268.66,18.39831401,29,0.63442462,2894.754459,2809.639838,6.00571465,6.928728914,345269,2213.262821,1.00875E+11,12147.48166,9039.358134,2.05020788,1.625304579,156,1017074.673,2064,482,1.30081E+13,1977.830137,16623972.68,9724.341439,6804.341624,0.77994397,0.74779386,17987158.54,1950,555.0641026,69.40340629,12,5.78361719,1355386.476,11208097388,27337.70288,226063666.4,10.66168001,51,0.20905255,63011391,8.06E-05,0.67652891,3.15E-05,0.26564681,3649,2585,2341.637888,1356.185202,1.13451448,1.553135194,15890,16570,12468,5925,0.17839832,1497.33628,27.83013723,233584.4597,0.01407105,746909.3452,2.1632679,0.02420041,28.78371225,0.0292831,8806.936667,8232.3075,8582.4775,29354320708,91569929836,1.4873E+11,1.20924E+11,14911888600,1.23003624,29.28804996,0.28155248,23.7058432,1.289292669,9224.183869,0.8964804,0.26302163
10/10/2019,8582.53,25.14089078,21,1.19718528,2557.48316,2396.611472,5.05431455,6.896697496,344886,2128.925926,1.04755E+11,14083.6892,7972.484818,2.41780072,1.516773381,162,968209.8951,2061,506,1.28748E+13,2058.466576,17610735.86,15661.13578,8766.368809,1.17514338,0.697787971,17985208.54,2025,533.3395062,37.96157357,8,4.7451967,1357809.693,11645227680,27890.81945,239205055.2,9.79636657,49,0.19992585,62957665,9.70E-05,0.82969628,4.31E-05,0.36915747,3628,2605,2320.178494,1495.655981,1.12575376,1.553388003,16400,18645,13327,5825,0.20658381,1766.361911,33.46657648,286150.6296,0.01625801,807317.5513,2.34082436,0.02725613,28.80420213,0.03684402,8658.88,8449.58,8587.365,29323968475,91615938317,1.54359E+11,1.2094E+11,14895264628,1.27542501,30.37859005,0.2868735,22.33702073,1.366994595,8881.584467,0.96564752,0.25343485
